id_cliente,nombre_completo,edad,género,departamento,tipo_cuenta,saldo_actual,ingresos_mensuales,monto_transacción,tipo_transacción,fecha_transacción,estado_transacción
3493,Valeria Fernández,68,F,Piura,Corriente,47836.0,6185,18389,Transferencia,2023-03-25 11:10:08.275145319,Fallida
439,Lucía Torres,28,M,Piura,Corriente,48378.0,8873,6959,Pago,2025-04-17 04:45:58.830495622,Pendiente
4605,Lucía García,56,F,La Libertad,Corriente,23597.0,6347,13121,Pago,2024-10-05 21:46:29.102129715,Exitosa
2209,Andrés Rodríguez,49,F,Ica,Tarjeta de Crédito,44410.0,11676,10997,Retiro,2021-01-27 16:25:06.109086047,Fallida
3364,Carlos Gómez,44,F,Loreto,Plazo Fijo,31320.0,8222,13155,Retiro,2022-12-17 11:49:22.735231483,Pendiente
4517,Jorge Torres,27,M,Piura,Corriente,23854.0,11364,18759,Retiro,2025-03-09 20:52:15.537907430,Exitosa
2891,Lucía Ramírez,40,F,Piura,Ahorros,47487.0,9709,-114,Depósito,2024-07-20 20:30:31.937097512,Pendiente
3247,María Ramírez,33,F,Arequipa,Tarjeta de Crédito,46985.0,7741,8377,Depósito,2020-06-03 18:31:27.304285013,Pendiente
3755,Ana García,54,F,Puno,Plazo Fijo,25945.0,12309,6060,Pago,2024-03-11 20:56:17.227701146,Fallida
3750,Andrés Gómez,33,M,Cusco,Plazo Fijo,25953.0,6509,3670,Retiro,2025-08-04 14:50:32.397835396,Fallida
3078,Ana Castillo,41,F,Cusco,Tarjeta de Crédito,39550.0,7442,7549,Retiro,2025-12-14 13:02:56.000347245,Fallida
838,María Torres,29,M,Piura,Plazo Fijo,12199.0,3134,11669,Pago,2025-03-07 09:04:27.452566395,Pendiente
3319,Sofía López,44,M,Loreto,Tarjeta de Crédito,33815.0,9722,2899,Pago,2025-02-02 15:42:32.099837453,Pendiente
5,Ana López,35,M,Piura,Plazo Fijo,9893.0,4459,4105,Depósito,2022-02-20 15:03:25.735435279,Pendiente
3074,Luis Torres,44,F,Piura,Tarjeta de Crédito,37965.0,13448,18338,Depósito,2022-07-22 09:32:09.331763288,Exitosa
3295,Valeria Gómez,42,F,Lima,Corriente,43099.0,4438,-4972,Depósito,2020-09-30 04:14:51.755094585,Exitosa
2219,Sofía Pérez,44,F,Ica,Tarjeta de Crédito,13842.0,4341,10158,Retiro,2020-05-31 11:26:47.799631276,Pendiente
4303,Lucía García,69,M,Junín,Corriente,30346.0,3999,2098,Depósito,2022-01-16 19:05:26.949396074,Pendiente
4735,Valeria Ramírez,60,F,Ica,Tarjeta de Crédito,46987.0,8042,2960,Transferencia,2021-11-30 16:04:07.934136427,Fallida
4161,Sofía Rodríguez,68,F,Cusco,Plazo Fijo,19520.0,9935,14103,Transferencia,2021-07-23 23:18:22.783114176,Pendiente
1690,Ana Ramírez,68,M,La Libertad,Ahorros,18768.0,11840,5544,Retiro,2023-08-31 05:15:23.956945093,Exitosa
3303,Sofía Ramírez,47,F,Loreto,Corriente,29528.0,11779,8388,Transferencia,2021-09-05 17:26:32.292424356,Pendiente
2895,Ana Fernández,40,M,Junín,Ahorros,4571.0,10935,-2340,Depósito,2021-12-04 15:49:48.951954602,Fallida
577,Pedro Pérez,34,M,Cusco,Ahorros,40568.0,5055,17836,Transferencia,2025-01-17 01:21:11.586717320,Fallida
1755,Luis Pérez,29,M,Cusco,Corriente,34436.0,10335,7392,Pago,2023-03-03 07:42:01.809137697,Pendiente
4280,Pedro Rodríguez,58,F,Lima,Plazo Fijo,29615.0,2106,2483,Depósito,2022-04-30 19:46:00.731210294,Fallida
1273,Luis Pérez,47,M,La Libertad,Ahorros,35963.0,1392,13841,Depósito,2020-01-15 01:12:21.167177014,Exitosa
3636,María López,57,M,Arequipa,Tarjeta de Crédito,24039.0,5398,-3118,Pago,2025-01-30 18:00:32.681098844,Exitosa
3471,Carlos López,54,F,Ica,Plazo Fijo,14229.0,11651,17267,Transferencia,2023-10-26 06:24:43.392580181,Pendiente
1606,Carlos Rodríguez,27,M,Junín,Tarjeta de Crédito,34661.0,7810,-3310,Depósito,2023-05-10 13:18:56.494468442,Exitosa
3112,Lucía Castillo,44,M,Puno,Ahorros,4325.0,2482,-578,Retiro,2024-12-30 18:23:38.491998165,Exitosa
3723,Carlos García,51,F,Lima,Tarjeta de Crédito,28612.0,6566,13530,Depósito,2023-05-03 21:24:19.055518956,Exitosa
4896,Pedro Pérez,45,F,Lima,Plazo Fijo,1647.0,2600,12992,Pago,2020-01-30 21:50:20.740149869,Pendiente
840,Andrés López,36,M,Piura,Corriente,35006.0,11062,12939,Transferencia,2021-12-05 11:07:36.102563381,Exitosa
1773,Sofía Martínez,27,F,Cusco,Tarjeta de Crédito,23355.0,6950,1567,Retiro,2021-06-13 12:31:00.659948109,Exitosa
3754,Lucía Ramírez,69,M,Lima,Tarjeta de Crédito,43489.0,8666,13319,Retiro,2020-03-12 19:58:29.581113652,Pendiente
774,Jorge López,20,M,Loreto,Tarjeta de Crédito,13356.0,11353,16804,Pago,2022-01-13 23:10:41.746698637,Exitosa
2635,Luis Fernández,54,F,Lima,Corriente,17493.0,3664,5829,Pago,2023-09-06 13:49:16.940770483,Exitosa
2969,Pedro García,36,M,Ica,Plazo Fijo,3429.0,4686,-3899,Pago,2023-02-02 19:13:32.140906149,Fallida
560,Valeria Gómez,38,F,Loreto,Ahorros,29522.0,3691,14358,Transferencia,2025-09-01 15:11:05.235107144,Pendiente
1921,Andrés Castillo,41,M,Arequipa,Corriente,43526.0,1070,60,Depósito,2022-03-23 02:08:15.626781728,Exitosa
814,Jorge Castillo,37,M,Loreto,Corriente,48119.0,13191,18017,Pago,2021-10-23 18:05:32.346993970,Pendiente
3182,Jorge Rodríguez,26,M,La Libertad,Corriente,12252.0,3869,12806,Depósito,2024-05-22 03:00:54.025060957,Exitosa
3506,Pedro Torres,59,M,Lambayeque,Corriente,40356.0,1592,13452,Retiro,2023-09-27 19:06:50.241080864,Fallida
2606,Pedro Fernández,33,M,Cusco,Plazo Fijo,12233.0,5085,16918,Depósito,2025-05-06 20:10:40.157470772,Fallida
4340,Carlos López,25,F,Cusco,Corriente,1541.0,5614,202,Transferencia,2021-08-14 19:21:50.966756760,Fallida
399,Sofía Torres,68,F,Cusco,Ahorros,15018.0,9043,1395,Depósito,2022-03-11 02:50:46.034501659,Exitosa
1816,Lucía Gómez,44,F,Loreto,Plazo Fijo,26338.0,1971,8231,Pago,2023-04-19 23:26:23.048721843,Pendiente
401,Carlos Ramírez,23,F,Piura,Corriente,5994.0,2635,-2826,Pago,2024-02-14 07:43:59.911414869,Fallida
4608,Carlos Castillo,19,F,Loreto,Tarjeta de Crédito,23830.0,8904,-3992,Transferencia,2022-07-10 08:34:33.216142400,Pendiente
872,Valeria Ramírez,38,F,Lambayeque,Corriente,35950.0,1434,652,Depósito,2022-10-22 18:59:58.919956155,Fallida
3616,Pedro Gómez,27,F,Piura,Ahorros,23714.0,5825,11871,Depósito,2020-12-29 20:03:43.520990784,Fallida
3167,Ana Martínez,37,F,La Libertad,Tarjeta de Crédito,47860.0,8713,6994,Depósito,2020-12-05 07:41:21.488585632,Fallida
144,Andrés López,51,M,Cusco,Ahorros,26366.0,11457,13562,Transferencia,2023-07-15 01:42:43.510888154,Fallida
4326,María Castillo,34,F,Arequipa,Tarjeta de Crédito,33227.0,14548,5507,Retiro,2025-03-06 08:17:00.608951604,Fallida
1272,Jorge Fernández,56,F,Arequipa,Corriente,9311.0,2738,6100,Pago,2021-09-15 08:35:01.855182873,Exitosa
3299,Valeria Gómez,35,F,Lima,Plazo Fijo,21373.0,6710,2456,Pago,2022-07-24 06:01:45.078598399,Pendiente
4844,Luis Fernández,47,F,Arequipa,Plazo Fijo,6433.0,7137,10230,Depósito,2022-02-19 09:02:17.931148316,Pendiente
2519,Carlos Castillo,56,M,La Libertad,Ahorros,46975.0,12890,-1051,Depósito,2022-05-15 09:34:29.588599831,Pendiente
1379,María Rodríguez,55,M,Junín,Ahorros,33717.0,1466,9922,Depósito,2023-07-05 15:32:57.465872476,Exitosa
4166,Sofía García,25,F,Loreto,Tarjeta de Crédito,35313.0,13620,17723,Retiro,2022-12-12 06:51:17.890744949,Fallida
1435,Ana Gómez,43,M,La Libertad,Plazo Fijo,42559.0,14780,1850,Pago,2023-04-19 05:00:10.906699506,Exitosa
2591,Valeria Gómez,20,F,Puno,Tarjeta de Crédito,21567.0,8436,3240,Depósito,2024-08-21 13:26:30.053279754,Fallida
1780,Lucía Castillo,20,F,Piura,Ahorros,38767.0,6577,19734,Retiro,2025-01-31 15:21:11.819415274,Fallida
1937,María Castillo,39,M,Loreto,Ahorros,30343.0,4067,8429,Pago,2023-10-22 23:08:19.299664888,Fallida
3684,Carlos Gómez,53,F,Puno,Plazo Fijo,45423.0,8384,5401,Retiro,2022-05-27 11:03:27.167904811,Fallida
930,Pedro Torres,48,F,Ica,Ahorros,2707.0,7217,10093,Retiro,2024-04-14 05:24:17.041007171,Fallida
3009,Valeria Martínez,27,F,Lambayeque,Tarjeta de Crédito,31307.0,4682,2264,Retiro,2023-05-24 15:51:51.068021678,Fallida
1732,Valeria Ramírez,32,M,La Libertad,Plazo Fijo,6961.0,11026,7430,Retiro,2022-03-26 11:00:50.962484102,Exitosa
1121,Andrés Ramírez,32,M,Puno,Tarjeta de Crédito,26646.0,4731,-4695,Depósito,2024-05-27 07:03:07.000276602,Exitosa
1161,Ana Pérez,39,F,Arequipa,Plazo Fijo,47362.0,4313,-4272,Retiro,2023-10-16 04:35:48.900694570,Fallida
3249,María Ramírez,32,M,Arequipa,Corriente,22146.0,9486,5665,Transferencia,2023-08-16 09:51:58.540596174,Exitosa
4290,Lucía López,40,F,Lambayeque,Plazo Fijo,26943.0,4844,10766,Depósito,2024-06-20 22:34:53.341388192,Pendiente
4636,Ana Castillo,63,F,Ica,Tarjeta de Crédito,18041.0,1850,10495,Retiro,2025-11-04 12:41:09.151808254,Fallida
3690,Lucía Torres,20,F,Piura,Corriente,5695.0,11177,-3920,Retiro,2020-06-06 20:39:24.641434524,Pendiente
937,Jorge García,22,M,Puno,Ahorros,7283.0,10154,3434,Depósito,2021-12-07 13:47:01.223027568,Exitosa
2381,Carlos Martínez,27,F,Lima,Tarjeta de Crédito,10069.0,11768,19514,Pago,2023-09-14 16:33:16.258960343,Exitosa
2533,Ana Rodríguez,65,F,Ica,Corriente,49006.0,1031,19936,Depósito,2024-03-17 18:00:18.994628820,Exitosa
2408,Luis Castillo,23,F,Junín,Corriente,26421.0,10995,7646,Retiro,2021-08-27 09:31:05.177122145,Fallida
512,Sofía López,61,F,Cusco,Tarjeta de Crédito,24702.0,1600,5190,Depósito,2023-05-17 22:22:16.877975552,Exitosa
3582,Jorge García,30,F,Loreto,Ahorros,39665.0,10883,9137,Retiro,2023-10-19 04:08:01.973359474,Pendiente
537,Luis Martínez,24,F,Piura,Plazo Fijo,34247.0,3621,-4366,Depósito,2023-12-20 06:05:32.225022118,Exitosa
3285,Valeria Pérez,33,F,Ica,Ahorros,25257.0,1921,10351,Pago,2023-05-09 08:09:40.602250259,Exitosa
379,Sofía Torres,35,M,La Libertad,Corriente,24809.0,5929,7350,Transferencia,2025-11-10 23:13:33.571728903,Exitosa
4833,Sofía Rodríguez,67,M,Cusco,Tarjeta de Crédito,938.0,6698,1298,Transferencia,2020-02-15 16:59:49.919001867,Pendiente
2473,María Pérez,24,M,Cusco,Tarjeta de Crédito,11727.0,10172,19706,Pago,2020-06-25 19:07:44.639955730,Fallida
4944,Sofía Pérez,30,M,Cusco,Tarjeta de Crédito,44955.0,14550,16437,Pago,2022-07-23 15:21:07.047874760,Pendiente
1091,Ana García,58,F,Loreto,Tarjeta de Crédito,14237.0,6868,2392,Transferencia,2020-05-12 06:43:25.556434289,Fallida
820,Jorge Gómez,20,F,Ica,Ahorros,2118.0,2018,678,Pago,2025-07-08 16:12:17.618927097,Pendiente
2455,Andrés Castillo,57,M,Piura,Plazo Fijo,36644.0,1464,12500,Retiro,2022-10-12 20:45:38.892223253,Exitosa
2411,Valeria Ramírez,61,M,Ica,Plazo Fijo,18690.0,3190,2443,Depósito,2021-01-07 23:10:44.687212045,Exitosa
2854,María Ramírez,65,M,Junín,Plazo Fijo,42132.0,7000,1123,Pago,2025-04-17 09:39:11.965977603,Pendiente
2348,Jorge Fernández,20,M,La Libertad,Plazo Fijo,40783.0,1691,15495,Pago,2025-06-04 13:42:27.211966433,Exitosa
2848,Sofía Gómez,30,M,Puno,Tarjeta de Crédito,24636.0,13423,-4411,Pago,2022-08-06 17:02:59.966867085,Exitosa
1916,Lucía Castillo,25,M,Lima,Ahorros,25364.0,4743,18610,Pago,2020-09-25 00:16:00.419695671,Pendiente
64,María Ramírez,65,M,Junín,Tarjeta de Crédito,44698.0,4923,-2570,Pago,2021-10-12 14:20:41.773096250,Fallida
1289,Jorge López,35,M,Ica,Plazo Fijo,2666.0,9144,8835,Pago,2024-06-06 02:34:04.348171698,Fallida
4082,Luis Torres,65,F,La Libertad,Ahorros,27030.0,2187,11239,Retiro,2020-04-21 11:41:59.971258300,Exitosa
2960,Valeria García,46,F,Lima,Plazo Fijo,24856.0,3273,-4858,Retiro,2020-08-18 20:36:56.589760167,Exitosa
4318,Jorge Martínez,57,M,Junín,Ahorros,36671.0,8957,17799,Transferencia,2025-07-19 04:12:39.881568834,Fallida
1072,Sofía Torres,48,F,Cusco,Ahorros,39305.0,2685,2525,Transferencia,2023-04-07 10:31:14.638477037,Exitosa
